,importance
robot_active_roll4_mean,203.33333333333334
low_battery_ratio_roll5_max,199.5333333333333
robot_active_roll3_mean,197.5333333333333
cumulative_inflow_lag1,185.0
robot_active_roll5_std,184.13333333333333
layout_type_enc,181.73333333333332
congestion_score_roll5_std,177.66666666666666
order_inflow_15m_roll3_std,177.53333333333333
battery_mean_roll5_std,175.86666666666667
battery_mean_roll3_std,169.26666666666668
low_battery_ratio,165.26666666666668
robot_charging,164.86666666666665
order_inflow_15m_roll4_mean,163.0
battery_mean_roll5_max,160.73333333333332
order_inflow_15m_lag2,159.6
order_inflow_15m_roll4_max,156.6
congestion_score_lag1,151.93333333333337
order_inflow_15m_roll4_std,149.53333333333333
battery_mean_roll4_std,147.0666666666667
congestion_velocity,141.4
battery_mean_lag1,138.13333333333335
congestion_score_roll5_mean,136.86666666666667
congestion_score_roll4_std,136.66666666666666
robot_active_roll4_std,134.6
replenishment_overlap,134.6
task_reassign_15m,132.0666666666667
robot_active_roll5_max,130.66666666666666
congestion_score_roll3_std,128.33333333333334
avg_recovery_time,127.8
explosion_factor,127.8
order_inflow_15m_roll3_mean,126.7333333333333
congestion_score_diff1,125.59999999999998
order_inflow_15m_roll3_max,122.33333333333333
battery_mean_roll4_max,114.19999999999999
low_battery_ratio_roll3_std,113.60000000000001
robot_active,113.33333333333333
robot_active_roll3_std,108.66666666666667
congestion_score_roll5_max,107.8
low_battery_ratio_roll5_std,106.73333333333335
low_battery_ratio_roll5_mean,101.73333333333333
battery_mean_roll3_max,101.06666666666666
congestion_score_lag2,100.66666666666667
congestion_score_roll4_mean,98.73333333333333
battery_mean_lag2,96.86666666666667
low_battery_ratio_roll4_std,90.93333333333332
avg_charge_wait,90.0
congestion_score_roll3_mean,85.8
low_battery_ratio_diff1,81.13333333333334
fault_count_15m,79.60000000000001
charge_queue_length,77.2
robot_active_roll4_max,76.46666666666667
congestion_score_roll4_max,74.93333333333332
battery_mean_roll3_mean,74.46666666666667
robot_active_roll3_max,74.4
battery_mean_roll5_mean,73.53333333333333
congestion_score_roll3_max,66.60000000000001
low_battery_ratio_lag1,59.6
low_battery_ratio_roll4_max,58.06666666666667
battery_mean_roll4_mean,53.0
low_battery_ratio_roll3_max,49.73333333333333
near_collision_15m,48.6
low_battery_ratio_roll4_mean,46.93333333333333
low_battery_ratio_lag2,44.0
low_battery_ratio_roll3_mean,39.0
blocked_path_15m,37.86666666666667
congestion_score_roll3_std_is_missing,27.400000000000002
congestion_score_roll5_std_is_missing,21.066666666666666
low_battery_ratio_roll5_std_is_missing,13.466666666666667
low_battery_ratio_roll4_std_is_missing,12.266666666666666
battery_mean_roll4_std_is_missing,11.666666666666666
congestion_score_roll5_mean_is_missing,10.4
congestion_score_diff1_is_missing,10.4
order_inflow_15m_roll3_std_is_missing,10.266666666666666
robot_active_roll3_mean_is_missing,10.133333333333333
order_inflow_15m_roll5_std_is_missing,8.799999999999999
low_battery_ratio_diff1_is_missing,8.6
congestion_score_roll4_mean_is_missing,7.866666666666667
max_zone_density_is_missing,7.3999999999999995
bulk_order_ratio_is_missing,7.2
order_inflow_15m_diff1_is_missing,6.666666666666668
low_battery_ratio_roll3_std_is_missing,6.533333333333332
congestion_score_roll3_mean_is_missing,6.333333333333333
congestion_score_lag1_is_missing,6.066666666666667
battery_mean_diff1_is_missing,5.866666666666667
low_battery_ratio_lag2_is_missing,5.733333333333333
congestion_score_roll4_std_is_missing,5.133333333333333
shift_hour_is_missing,5.0
kpi_otd_pct_is_missing,4.866666666666666
order_inflow_15m_roll4_std_is_missing,4.8
saturation_index_is_missing,4.733333333333333
avg_recovery_time_is_missing,4.6000000000000005
congestion_score_lag2_is_missing,4.533333333333334
label_print_queue_is_missing,4.533333333333334
pack_utilization_is_missing,4.466666666666667
battery_mean_lag2_is_missing,4.266666666666667
low_battery_ratio_roll5_mean_is_missing,4.066666666666666
battery_mean_roll3_std_is_missing,3.9333333333333336
workload_intensity_is_missing,3.8666666666666667
scanner_error_rate_is_missing,3.8000000000000003
blocked_path_15m_is_missing,3.6666666666666665
wifi_signal_db_is_missing,3.6666666666666665
battery_mean_roll3_mean_is_missing,3.6
battery_cycle_count_avg_is_missing,3.466666666666667
avg_charge_wait_is_missing,3.4000000000000004
environment_stress_is_missing,3.3333333333333335
pallet_wrap_time_min_is_missing,3.3333333333333335
order_inflow_15m_lag2_is_missing,3.3333333333333335
battery_mean_roll5_std_is_missing,3.266666666666667
congestion_tenure_weighted_is_missing,3.133333333333333
packaging_material_cost_is_missing,3.066666666666667
barcode_read_success_rate_is_missing,3.0
zone_temp_variance_is_missing,3.0
low_battery_ratio_lag1_is_missing,3.0
network_instability_is_missing,3.0
shift_handover_delay_min_is_missing,2.9333333333333336
intersection_wait_time_avg_is_missing,2.8666666666666667
order_inflow_15m_is_missing,2.8666666666666667
worker_avg_tenure_months_is_missing,2.8666666666666667
cross_dock_ratio_is_missing,2.8666666666666667
ups_battery_pct_is_missing,2.8000000000000003
staging_area_util_is_missing,2.8000000000000003
co2_level_ppm_is_missing,2.8000000000000003
battery_mean_lag1_is_missing,2.733333333333334
quality_check_rate_is_missing,2.733333333333334
robot_firmware_update_days_is_missing,2.733333333333333
conveyor_speed_mps_is_missing,2.733333333333333
express_lane_util_is_missing,2.6666666666666665
avg_items_per_order_is_missing,2.6666666666666665
congestion_score_is_missing,2.5999999999999996
path_optimization_score_is_missing,2.5333333333333337
storage_density_pct_is_missing,2.533333333333333
lighting_level_lux_is_missing,2.466666666666667
wms_response_time_ms_is_missing,2.4
safety_score_monthly_is_missing,2.4
order_inflow_15m_roll3_mean_is_missing,2.3333333333333335
humidity_pct_is_missing,2.3333333333333335
cold_storage_temp_c_is_missing,2.3333333333333335
prev_shift_volume_is_missing,2.3333333333333335
manual_override_ratio_is_missing,2.333333333333333
battery_mean_is_missing,2.266666666666667
outbound_truck_wait_min_is_missing,2.266666666666667
external_temp_c_is_missing,2.266666666666667
air_quality_idx_is_missing,2.2666666666666666
racking_height_avg_m_is_missing,2.2
fleet_age_months_avg_is_missing,2.2
agv_task_success_rate_is_missing,2.2
urgent_order_ratio_is_missing,2.1999999999999997
fault_count_15m_is_missing,2.1999999999999997
sort_accuracy_pct_is_missing,2.1999999999999997
vertical_utilization_is_missing,2.1999999999999997
charge_queue_length_is_missing,2.1999999999999997
aisle_traffic_score_is_missing,2.1333333333333333
low_battery_ratio_roll3_mean_is_missing,2.1333333333333333
avg_trip_distance_is_missing,2.1333333333333333
wind_speed_kmh_is_missing,2.1333333333333333
dock_to_stock_hours_is_missing,2.1333333333333333
hvac_power_kw_is_missing,2.066666666666667
network_latency_ms_is_missing,2.066666666666667
floor_vibration_idx_is_missing,2.0
forklift_active_count_is_missing,2.0
low_battery_ratio_roll4_mean_is_missing,2.0
backorder_ratio_is_missing,2.0
return_order_ratio_is_missing,1.9333333333333333
near_collision_15m_is_missing,1.9333333333333333
heavy_item_ratio_is_missing,1.9333333333333333
warehouse_temp_avg_is_missing,1.9333333333333333
charge_efficiency_pct_is_missing,1.9333333333333333
maintenance_schedule_score_is_missing,1.866666666666667
robot_calibration_score_is_missing,1.866666666666667
day_of_week_is_missing,1.8666666666666665
battery_std_is_missing,1.8666666666666665
unique_sku_15m_is_missing,1.8
order_wave_count_is_missing,1.8
lighting_zone_variance_is_missing,1.8
avg_idle_duration_min_is_missing,1.7333333333333334
daily_forecast_accuracy_is_missing,1.7333333333333334
task_reassign_15m_is_missing,1.7333333333333334
avg_package_weight_kg_is_missing,1.7333333333333334
loading_dock_util_is_missing,1.7333333333333334
replenishment_overlap_is_missing,1.7333333333333332
cold_chain_ratio_is_missing,1.6666666666666667
precipitation_mm_is_missing,1.6666666666666667
battery_mean_roll4_mean_is_missing,1.6666666666666667
inventory_turnover_rate_is_missing,1.5999999999999999
staff_on_floor_is_missing,1.5333333333333332
congestion_score_roll5_max_is_missing,1.5333333333333332
low_battery_ratio_is_missing,1.4666666666666668
ambient_noise_db_is_missing,1.4666666666666666
congestion_score_roll4_max_is_missing,1.4000000000000001
robot_active_roll3_max_is_missing,1.4000000000000001
robot_active_roll3_std_is_missing,1.2666666666666666
sku_concentration_is_missing,1.2
pick_list_length_avg_is_missing,1.1333333333333333
order_inflow_15m_roll4_mean_is_missing,1.0666666666666667
battery_mean_roll5_mean_is_missing,1.0666666666666667
low_battery_ratio_roll5_max_is_missing,1.0666666666666667
congestion_score_roll3_max_is_missing,0.8666666666666667
sensor_noise_stress_is_missing,0.6666666666666666
order_inflow_15m_lag1_is_missing,0.6000000000000001
order_inflow_15m_roll5_mean_is_missing,0.6
low_battery_ratio_roll4_max_is_missing,0.5333333333333333
battery_mean_roll3_max_is_missing,0.5333333333333333
explosion_factor_is_missing,0.5333333333333333
order_inflow_15m_roll3_max_is_missing,0.4666666666666666
network_bottleneck_is_missing,0.4666666666666666
congestion_vs_scenario_mean_is_missing,0.4000000000000001
cumulative_inflow_is_missing,0.26666666666666666
battery_mean_roll5_max_is_missing,0.26666666666666666
battery_mean_roll4_max_is_missing,0.13333333333333333
human_robot_density_is_missing,0.13333333333333333
order_inflow_15m_roll4_max_is_missing,0.13333333333333333
robot_active_roll5_std_is_missing,0.13333333333333333
low_battery_ratio_roll3_max_is_missing,0.13333333333333333
robot_active_roll4_std_is_missing,0.06666666666666667
robot_active_roll4_mean_is_missing,0.06666666666666667
order_inflow_15m_roll5_max_is_missing,0.06666666666666667
robot_active_roll5_max_is_missing,0.0
robot_active_roll5_mean_is_missing,0.0
robot_active_roll4_max_is_missing,0.0
ops_pressure_idx_is_missing,0.0
